DateTime,Name,Country,Volatility,Actual,Previous,Consensus
12/15/2017 14:15:00,Capacity Utilization,United States,2,77.100,77.000,77.200
12/15/2017 18:00:00,Baker Hughes US Oil Rig Count,United States,2,747.000,751.000,
12/15/2017 20:30:00,CFTC GBP NC net positions,United Kingdom,1,11.400,6.400,9.600
12/15/2017 20:30:00,CFTC Gold NC net positions,United States,1,107.100,173.300,159.200
12/15/2017 20:30:00,CFTC Oil NC net positions,United States,1,614.500,611.100,645.600
12/15/2017 20:30:00,CFTC JPY NC net positions,Japan,1,-114.100,-114.300,-122.400
12/15/2017 20:30:00,CFTC USD NC net positions,United States,1,67.700,166.900,139.500
12/15/2017 20:30:00,CFTC AUD NC net positions,Australia,1,40.700,40.300,39.100
12/15/2017 20:30:00,CFTC EUR NC net positions,European Monetary Union,1,113.900,93.100,87.200
12/15/2017 21:00:00,Net Long-Term TIC Flows,United States,1,23.200,80.900,57.600
12/15/2017 21:00:00,Total Net TIC Flows,United States,1,151.200,-51.300,33.300
12/17/2017 23:50:00,Merchandise Trade Balance Total,Japan,2,113.400,285.400,-54.900
12/17/2017 23:50:00,Adjusted Merchandise Trade Balance,Japan,2,364.100,322.900,342.400
12/17/2017 23:50:00,Imports (YoY),Japan,2,17.200,18.900,18.000
12/17/2017 23:50:00,Exports (YoY),Japan,2,16.200,14.000,14.600
12/18/2017 00:30:00,New Motor Vehicle Sales (YoY),Australia,1,2.100,1.000,
12/18/2017 00:30:00,New Motor Vehicle Sales (MoM),Australia,1,0.100,0.000,
12/18/2017 01:15:00,Mid-Year Economic and Fiscal Outlook,Australia,2,,,
12/18/2017 01:30:00,"House Price Index ",China,1,5.100,5.400,
12/18/2017 09:00:00,Global Trade Balance,Italy,1,4.953,3.990,3.230
12/18/2017 09:00:00,Trade Balance EU,Italy,1,0.666,0.469,
12/18/2017 10:00:00,Consumer Price Index - Core (MoM),European Monetary Union,2,-0.100,-0.100,0.200
12/18/2017 10:00:00,Consumer Price Index (YoY),European Monetary Union,3,1.500,1.500,1.500
12/18/2017 10:00:00,Consumer Price Index - Core (YoY),European Monetary Union,3,0.900,0.900,1.000
12/18/2017 10:00:00,Consumer Price Index (MoM),European Monetary Union,2,0.100,0.100,0.100
12/18/2017 11:00:00,German Buba Monthly Report,Germany,1,,,
12/18/2017 11:00:00,CBI Industrial Trends Survey - Orders (MoM),United Kingdom,1,17.000,17.000,14.000
12/18/2017 13:30:00,Canadian portfolio investment in foreign securities,Canada,1,16.490,2.410,
12/18/2017 13:30:00,Foreign portfolio investment in Canadian securities,Canada,1,20.810,16.810,
12/18/2017 15:00:00,NAHB Housing Market Index,United States,2,74.000,70.000,70.000
12/18/2017 16:30:00,3-Month Bill Auction,United States,1,1.355,1.320,
12/18/2017 16:30:00,6-Month Bill Auction,United States,1,1.480,1.460,
12/18/2017 21:00:00,Westpac consumer survey,New Zealand,2,107.400,112.400,
12/19/2017 00:00:00,ANZ Activity Outlook,New Zealand,1,15.600,6.500,
12/19/2017 00:00:00,ANZ Business Confidence,New Zealand,1,-37.800,-39.300,
12/19/2017 00:30:00,RBA Meeting's Minutes,Australia,3,,,
12/19/2017 06:45:00,SECO Economic Forecasts,Switzerland,1,,,
12/19/2017 09:00:00,IFO - Business Climate,Germany,2,117.200,117.500,117.500
12/19/2017 09:00:00,IFO - Expectations,Germany,2,109.500,111.000,110.700
12/19/2017 09:00:00,IFO - Current Assessment,Germany,2,125.400,124.400,124.700
12/19/2017 10:00:00,Labour cost,European Monetary Union,2,1.600,1.800,2.000
12/19/2017 10:00:00,Construction Output w.d.a (YoY),European Monetary Union,1,2.700,3.100,1.100
12/19/2017 10:00:00,Construction Output  s.a (MoM),European Monetary Union,1,0.500,0.100,0.100
12/19/2017 13:30:00,Housing Starts (MoM),United States,2,1.297,1.290,1.250
12/19/2017 13:30:00,Building Permits (MoM),United States,2,1.298,1.297,1.273
12/19/2017 13:30:00,Building Permits Change,United States,2,-1.400,5.900,-4.900
12/19/2017 13:30:00,Housing Starts Change,United States,2,3.300,13.700,-3.700
12/19/2017 13:30:00,Current Account,United States,1,-100.600,-123.100,-116.800
12/19/2017 13:55:00,Redbook index (YoY),United States,1,4.400,3.300,
12/19/2017 13:55:00,Redbook index (MoM),United States,1,-0.400,-0.700,
12/19/2017 14:17:48,GDT Price Index,New Zealand,1,-3.900,0.400,
12/19/2017 15:00:00,FOMC Member Kashkari Speech,United States,2,,,
12/19/2017 21:30:00,API Weekly Crude Oil Stock,United States,1,-5.222,-7.382,
12/19/2017 21:45:00,Visitor Arrivals (YoY),New Zealand,1,8.000,3.900,
12/19/2017 21:45:00,Current Account - GDP Ratio,New Zealand,1,-2.600,-2.800,-2.500
12/19/2017 21:45:00,Current Account (QoQ),New Zealand,1,-4.680,-0.620,-4.290
12/19/2017 21:45:00,Exports,New Zealand,2,4.630,4.560,4.610
12/19/2017 21:45:00,Trade Balance (YoY),New Zealand,2,-3.444,-2.986,-2.700
12/19/2017 21:45:00,Imports,New Zealand,2,5.820,5.430,5.100
12/19/2017 21:45:00,Trade Balance (MoM),New Zealand,2,-1193.000,-871.000,-550.000
12/19/2017 23:30:00,Westpac Leading Index (MoM),Australia,1,0.100,0.100,
12/20/2017 04:30:00,All Industry Activity Index (MoM),Japan,2,0.300,-0.500,0.400
12/20/2017 07:00:00,Producer Price Index (MoM),Germany,2,0.100,0.300,0.200
12/20/2017 07:00:00,Producer Price Index (YoY),Germany,2,2.500,2.700,2.600
12/20/2017 09:00:00,Current Account n.s.a,European Monetary Union,1,35.900,41.800,
12/20/2017 09:00:00,Current Account s.a,European Monetary Union,1,30.800,37.800,33.400
12/20/2017 11:00:00,CBI Distributive Trades Survey - Realized (MoM),United Kingdom,1,20.000,26.000,20.000
12/20/2017 12:00:00,MBA Mortgage Applications,United States,1,-4.900,-2.300,
12/20/2017 13:00:00,German Buba President Weidmann speech,Germany,2,,,
12/20/2017 13:15:00,BOE's Governor Carney speech,United Kingdom,3,,,
12/20/2017 13:30:00,Wholesale Sales (MoM),Canada,1,1.500,-1.200,0.500
12/20/2017 14:00:00,SNB Quarterly Bulletin,Switzerland,1,,,
12/20/2017 15:00:00,Existing Home Sales (MoM),United States,1,5.810,5.480,5.520
12/20/2017 15:00:00,Existing Home Sales Change (MoM),United States,1,5.600,2.000,0.900
12/20/2017 15:30:00,EIA Crude Oil Stocks change,United States,2,-6.495,-5.117,-3.769
12/20/2017 17:00:00,President Trump Speech,United States,2,,,
12/20/2017 21:45:00,Gross Domestic Product (YoY),New Zealand,2,2.700,2.500,2.300
12/20/2017 21:45:00,Gross Domestic Product (QoQ),New Zealand,3,0.600,0.800,0.500
12/20/2017 23:50:00,Foreign investment in Japan stocks,Japan,2,-622.500,-84.800,
12/20/2017 23:50:00,Foreign bond investment,Japan,2,51.000,-487.600,
12/21/2017 00:01:00,Gfk Consumer Confidence,United Kingdom,2,-13.000,-12.000,-12.000
12/21/2017 02:00:00,"BoJ Monetary Policy Statement ",Japan,3,,,
12/21/2017 02:00:00,BoJ Interest Rate Decision,Japan,3,-0.100,-0.100,-0.100
12/21/2017 06:30:00,BoJ Press Conference,Japan,3,,,
12/21/2017 07:00:00,Trade Balance,Switzerland,1,2633.000,2333.000,2877.000
12/21/2017 07:00:00,Exports (MoM),Switzerland,1,20463.000,19333.000,
12/21/2017 07:00:00,Imports (MoM),Switzerland,1,17830.000,16999.000,
12/21/2017 07:45:00,Business Climate,France,1,112.000,112.000,112.000
12/21/2017 09:30:00,Public Sector Net Borrowing,United Kingdom,2,8.118,7.464,8.300
12/21/2017 13:30:00,"Chicago Fed National Activity Index ",United States,2,0.150,0.650,0.090
12/21/2017 13:30:00,Continuing Jobless Claims,United States,2,1.932,1.886,1.900
12/21/2017 13:30:00,Initial Jobless Claims,United States,2,245.000,225.000,231.000
12/21/2017 13:30:00,Gross Domestic Product Price Index,United States,2,2.100,2.100,2.100
12/21/2017 13:30:00,Gross Domestic Product Annualized,United States,3,3.200,3.300,3.300
12/21/2017 13:30:00,Philadelphia Fed Manufacturing Survey,United States,2,26.200,22.700,21.500
12/21/2017 13:30:00,Core Personal Consumption Expenditures (QoQ),United States,3,1.300,1.400,1.400
12/21/2017 13:30:00,Personal Consumption Expenditures Prices (QoQ),United States,2,1.500,1.500,1.600
12/21/2017 13:30:00,Retail Sales ex Autos (MoM),Canada,1,0.800,0.300,0.400
12/21/2017 13:30:00,Retail Sales (MoM),Canada,1,1.500,0.100,0.300
12/21/2017 13:30:00,Bank of Canada Consumer Price Index Core (MoM),Canada,2,-0.100,0.300,-0.700
12/21/2017 13:30:00,Bank of Canada Consumer Price Index Core (YoY),Canada,2,1.300,0.900,0.800
12/21/2017 13:30:00,Consumer Price Index - Core (MoM),Canada,2,0.200,0.200,
12/21/2017 13:30:00,Consumer Price Index (YoY),Canada,2,2.100,1.400,2.000
12/21/2017 13:30:00,Consumer Price Index (MoM),Canada,2,0.300,0.100,0.200
12/21/2017 14:00:00,Housing Price Index (MoM),United States,2,0.500,0.300,0.400
12/21/2017 15:00:00,Consumer Confidence,European Monetary Union,2,0.500,0.100,0.200
12/21/2017 15:30:00,EIA Natural Gas Storage change,United States,1,-182.000,-69.000,-170.000
12/22/2017 00:00:00,US Government Shutdown Limit,United States,3,,,
12/22/2017 07:00:00,Import Price Index (MoM),Germany,1,0.800,0.600,
12/22/2017 07:00:00,Import Price Index (YoY),Germany,1,2.700,2.600,2.700
12/22/2017 07:00:00,Gfk Consumer Confidence Survey,Germany,2,10.800,10.700,10.800
12/22/2017 07:45:00,Producer Prices (MoM),France,1,1.400,0.200,
12/22/2017 07:45:00,Consumer Spending (MoM),France,1,2.200,-1.900,1.400
12/22/2017 07:45:00,Gross Domestic Product (QoQ),France,1,0.600,0.500,0.500
12/22/2017 08:00:00,KOF Leading Indicator,Switzerland,2,111.300,110.300,110.200
12/22/2017 09:00:00,Consumer Confidence,Italy,1,116.600,114.300,114.000
12/22/2017 09:00:00,Business Confidence,Italy,1,110.500,110.800,110.000
12/22/2017 09:30:00,Gross Domestic Product (QoQ),United Kingdom,2,0.400,0.400,0.400
12/22/2017 09:30:00,Gross Domestic Product (YoY),United Kingdom,2,1.700,1.500,1.500
12/22/2017 09:30:00,Total Business Investment (YoY),United Kingdom,1,1.700,1.300,1.300
12/22/2017 09:30:00,Total Business Investment (QoQ),United Kingdom,1,0.500,0.200,0.200
12/22/2017 09:30:00,Index of Services (3M/3M),United Kingdom,1,0.300,0.400,0.300
12/22/2017 09:30:00,Current Account,United Kingdom,1,-22.784,-23.180,-20.200
12/22/2017 10:00:00,Industrial Sales s.a. (MoM),Italy,1,1.100,-1.200,
12/22/2017 10:00:00,Industrial Orders s.a (MoM),Italy,1,1.900,-3.900,
12/22/2017 10:00:00,Industrial Sales n.s.a. (YoY),Italy,1,6.000,5.200,
12/22/2017 10:00:00,Industrial Orders n.s.a (YoY),Italy,1,12.500,4.500,
12/22/2017 11:00:00,Trade Balance non-EU,Italy,1,4.600,4.550,
12/22/2017 13:30:00,Personal Income (MoM),United States,2,0.300,0.400,0.400
12/22/2017 13:30:00,Core Personal Consumption Expenditure - Price Index (MoM),United States,3,0.100,0.200,0.100
12/22/2017 13:30:00,Personal Consumption Expenditures - Price Index (YoY),United States,2,1.800,1.600,1.700
12/22/2017 13:30:00,Personal Spending,United States,2,0.600,0.300,0.500
12/22/2017 13:30:00,Core Personal Consumption Expenditure - Price Index (YoY),United States,3,1.500,1.400,1.500
12/22/2017 13:30:00,Personal Consumption Expenditures - Price Index (MoM),United States,2,0.200,0.100,0.000
12/22/2017 13:30:00,Gross Domestic Product (MoM),Canada,2,0.000,0.200,0.200
12/22/2017 13:30:00,Durable Goods Orders ex Transportation,United States,2,-0.100,0.400,0.500
12/22/2017 13:30:00,Durable Goods Orders,United States,2,1.300,-1.200,2.000
12/22/2017 15:00:00,Michigan Consumer Sentiment Index,United States,1,95.900,96.800,97.100
12/22/2017 15:00:00,New Home Sales (MoM),United States,2,0.733,0.685,0.654
12/22/2017 15:00:00,New Home Sales Change (MoM),United States,2,17.500,6.200,-4.700
12/22/2017 16:00:00,Kansas Fed manufacturing activity,United States,1,21.000,15.000,
12/22/2017 18:00:00,Baker Hughes US Oil Rig Count,United States,2,747.000,747.000,
12/22/2017 20:30:00,CFTC JPY NC net positions,Japan,1,-114.400,-114.100,-112.800
12/22/2017 20:30:00,CFTC Oil NC net positions,United States,1,601.800,614.500,638.200
12/22/2017 20:30:00,CFTC GBP NC net positions,United Kingdom,1,20.400,11.400,14.300
12/22/2017 20:30:00,CFTC Gold NC net positions,United States,1,113.800,107.100,45.100
12/22/2017 20:30:00,CFTC USD NC net positions,United States,1,83.200,67.700,102.700
12/22/2017 20:30:00,CFTC AUD NC net positions,Australia,1,-12.700,40.700,43.300
12/22/2017 20:30:00,CFTC EUR NC net positions,European Monetary Union,1,86.200,113.900,135.000
12/23/2017 00:00:00,The Emperor's Birthday,Japan,0,,,
12/25/2017 00:00:00,Christmas Day,United Kingdom,0,,,
12/25/2017 00:00:00,Christmas Day,New Zealand,0,,,
12/25/2017 00:00:00,Christmas Day,Australia,0,,,
12/25/2017 00:00:00,Christmas Day,France,0,,,
12/25/2017 00:00:00,Christmas Day,Switzerland,0,,,
12/25/2017 00:00:00,Christmas Day,Canada,0,,,
12/25/2017 00:00:00,Christmas Day,Spain,0,,,
12/25/2017 00:00:00,Christmas Day,Germany,0,,,
12/25/2017 00:00:00,Christmas Day,United States,0,,,
12/25/2017 00:00:00,"Christmas Day ",Italy,0,,,
12/25/2017 05:00:00,Coincident Index,Japan,2,116.400,116.500,116.600
12/25/2017 05:00:00,Leading Economic Index,Japan,2,106.500,106.100,106.500
12/25/2017 23:30:00,Tokyo CPI ex Fresh Food (YoY),Japan,1,0.800,0.600,0.700
12/25/2017 23:30:00,Tokyo Consumer Price Index (YoY),Japan,1,1.000,0.300,0.100
12/25/2017 23:30:00,"Tokyo CPI ex Food, Energy (YoY)",Japan,1,0.400,0.200,0.200
12/25/2017 23:30:00,"National CPI Ex Food, Energy (YoY)",Japan,2,0.300,0.200,0.200
12/25/2017 23:30:00,National Consumer Price Index (YoY),Japan,2,0.600,0.200,0.300
12/25/2017 23:30:00,National CPI Ex-Fresh Food (YoY),Japan,2,0.900,0.800,0.800
12/25/2017 23:30:00,Jobs/applicants ratio,Japan,2,1.560,1.550,1.560
12/25/2017 23:30:00,Unemployment Rate,Japan,2,2.700,2.800,2.800
12/25/2017 23:30:00,Overall Household Spending (YoY),Japan,2,1.700,0.000,0.500
12/25/2017 23:50:00,Corporate Service Price (YoY),Japan,1,0.800,0.800,0.800
12/25/2017 23:50:00,BoJ Monetary Policy Meeting Minutes,Japan,3,,,
12/26/2017 00:00:00,Boxing Day,United Kingdom,0,,,
12/26/2017 00:00:00,Boxing Day,Germany,0,,,
12/26/2017 00:00:00,Boxing Day,New Zealand,0,,,
12/26/2017 00:00:00,St Stephen's Day,Italy,0,,,
12/26/2017 00:00:00,Boxing Day,Canada,0,,,
12/26/2017 00:00:00,"Boxing Day ",Australia,0,,,
12/26/2017 04:00:00,Bank of Japan Governor Kuroda Speech,Japan,2,,,
12/26/2017 14:00:00,S&P/Case-Shiller Home Price Indices (YoY),United States,2,6.400,6.200,6.300
12/26/2017 15:00:00,Richmond Fed Manufacturing Index,United States,1,20.000,30.000,22.000
12/26/2017 15:30:00,Dallas Fed Manufacturing Business Index,United States,2,29.700,19.400,20.000
12/26/2017 16:30:00,4-Week Bill Auction,United States,1,1.245,1.240,
12/26/2017 16:30:00,3-Month Bill Auction,United States,1,1.445,1.355,
12/26/2017 16:30:00,6-Month Bill Auction,United States,1,1.530,1.480,
12/26/2017 18:00:00,2-Year Note Auction,United States,1,1.922,1.765,
12/27/2017 05:00:00,Housing Starts (YoY),Japan,1,-0.400,-4.800,-2.500
12/27/2017 05:00:00,Construction Orders (YoY),Japan,1,20.500,6.700,
12/27/2017 05:00:00,Annualized Housing Starts,Japan,1,0.951,0.933,
12/27/2017 07:00:00,UBS Consumption Indicator,Switzerland,2,1.670,1.540,
12/27/2017 08:00:00,Retail Sales (YoY),Spain,1,2.000,-0.100,0.600
12/27/2017 09:00:00,ZEW Survey - Expectations,Switzerland,2,52.000,40.700,
12/27/2017 13:55:00,Redbook index (YoY),United States,1,5.700,4.400,
12/27/2017 13:55:00,Redbook index (MoM),United States,1,0.100,-0.400,
12/27/2017 15:00:00,Pending Home Sales (YoY),United States,2,0.600,1.200,
12/27/2017 15:00:00,Pending Home Sales (MoM),United States,2,0.200,3.500,-0.500
12/27/2017 18:00:00,5-Year Note Auction,United States,1,2.245,2.066,
12/27/2017 21:30:00,API Weekly Crude Oil Stock,United States,1,-6.000,-5.222,
12/27/2017 23:50:00,BOJ Summary of Opinions,Japan,1,,,
12/27/2017 23:50:00,BOJ Summary of Opinions,Japan,1,,,
12/27/2017 23:50:00,Industrial Production (YoY),Japan,1,3.700,5.900,6.000
12/27/2017 23:50:00,Industrial Production (MoM),Japan,1,0.500,0.500,0.500
12/27/2017 23:50:00,Foreign investment in Japan stocks,Japan,2,76.200,-622.500,
12/27/2017 23:50:00,Foreign bond investment,Japan,2,434.200,51.000,
12/27/2017 23:50:00,Retail Trade (YoY),Japan,2,2.200,-0.200,1.200
12/27/2017 23:50:00,Retail Trade s.a (MoM),Japan,2,1.900,0.000,0.000
12/27/2017 23:50:00,Large Retailer's Sales,Japan,2,1.400,-0.700,-0.600
12/28/2017 09:00:00,Economic Bulletin,European Monetary Union,2,,,
12/28/2017 09:30:00,BBA Mortgage Approvals,United Kingdom,1,39.507,40.488,40.472
12/28/2017 11:11:10,10-y Bond Auction,Italy,1,1.830,1.730,
12/28/2017 11:43:28,5-y Bond Auction,Italy,1,0.600,0.580,
12/28/2017 13:30:00,Continuing Jobless Claims,United States,2,1.943,1.932,1.900
12/28/2017 13:30:00,Initial Jobless Claims,United States,2,245.000,245.000,240.000
12/28/2017 13:30:00,Wholesale Inventories,United States,1,0.700,-0.400,0.400
12/28/2017 13:30:00,Goods Trade Balance,United States,1,-69.680,-68.300,-67.700
12/28/2017 14:45:00,Chicago Purchasing Managers' Index,United States,2,67.600,63.900,62.000
12/28/2017 15:30:00,EIA Natural Gas Storage change,United States,1,-112.000,-182.000,-113.000
12/28/2017 16:00:00,EIA Crude Oil Stocks change,United States,2,-4.609,-6.495,-3.970
12/28/2017 18:00:00,7-Year Note Auction,United States,1,2.370,2.230,
12/29/2017 00:30:00,Private Sector Credit (YoY),Australia,1,5.400,5.300,5.200
12/29/2017 00:30:00,Private Sector Credit (MoM),Australia,1,0.500,0.400,0.400
12/29/2017 08:00:00,HICP (YoY),Spain,1,1.300,1.800,1.500
12/29/2017 09:00:00,M3 Money Supply (3m),European Monetary Union,1,5.000,5.100,
12/29/2017 09:00:00,Private loans (YoY),European Monetary Union,1,2.800,2.700,2.800
12/29/2017 09:00:00,M3 Money Supply (YoY),European Monetary Union,1,4.900,5.000,4.800
12/29/2017 09:00:00,Current Account Balance,Spain,1,1.678,2.360,
12/29/2017 09:16:09,Producer Price Index (MoM),Italy,1,0.400,0.300,
12/29/2017 09:16:14,Producer Price Index (YoY),Italy,1,2.500,2.000,
12/29/2017 13:00:00,Consumer Price Index (YoY),Germany,1,1.700,1.800,1.500
12/29/2017 13:00:00,Consumer Price Index (MoM),Germany,1,0.600,0.300,0.500
12/29/2017 13:00:00,Harmonized Index of Consumer Prices (YoY),Germany,3,1.600,1.800,1.400
12/29/2017 13:00:00,Harmonized Index of Consumer Prices (MoM),Germany,1,0.800,0.300,0.600
12/29/2017 18:00:00,Baker Hughes US Oil Rig Count,United States,2,747.000,747.000,
12/29/2017 20:30:00,CFTC JPY NC net positions,Japan,1,-116.100,-114.400,-103.000
12/29/2017 20:30:00,CFTC Oil NC net positions,United States,1,632.200,601.800,584.900
12/29/2017 20:30:00,CFTC GBP NC net positions,United Kingdom,1,12.700,20.400,27.400
12/29/2017 20:30:00,CFTC Gold NC net positions,United States,1,135.900,113.800,101.900
12/29/2017 20:30:00,CFTC USD NC net positions,United States,1,104.700,83.200,92.400
12/29/2017 20:30:00,CFTC AUD NC net positions,Australia,1,-13.600,-12.700,-49.000
12/29/2017 20:30:00,CFTC EUR NC net positions,European Monetary Union,1,92.100,86.200,83.100
12/31/2017 00:00:00,New Year's Eve,Germany,0,,,
12/31/2017 01:00:00,NBS Manufacturing PMI,China,2,51.600,51.800,51.600
12/31/2017 01:00:00,Non-manufacturing PMI,China,2,55.000,54.800,
01/01/2018 00:00:00,New Year's Day,France,0,,,
01/01/2018 00:00:00,New Year's Day,Japan,0,,,
01/01/2018 00:00:00,New Year's Day,Italy,0,,,
01/01/2018 00:00:00,New Year's Day,China,0,,,
01/01/2018 00:00:00,New Year's Day,Canada,0,,,
01/01/2018 00:00:00,New Year's Day,Switzerland,0,,,
01/01/2018 00:00:00,New Year's Day,United Kingdom,0,,,
01/01/2018 00:00:00,"New Year's Day ",New Zealand,0,,,
01/01/2018 00:00:00,New Year's Day,Australia,0,,,
01/01/2018 00:00:00,New Year's Day,United States,0,,,
01/01/2018 00:00:00,New Year's Day,Germany,0,,,
01/01/2018 00:00:00,New Year's Day,Spain,0,,,
01/01/2018 18:30:00,BoC Schembri Speech,Canada,2,,,
01/01/2018 22:30:00,AiG Performance of Mfg Index,Australia,2,56.200,57.300,
01/02/2018 00:00:00,"Day after New Year's Day ",New Zealand,0,,,
01/02/2018 01:45:00,Caixin Manufacturing PMI,China,2,51.700,50.800,50.600
01/02/2018 05:30:00,RBA Commodity Index SDR (YoY),Australia,1,-5.900,-3.300,
01/02/2018 08:15:00,Markit Manufacturing PMI,Spain,1,55.800,56.100,56.000
01/02/2018 08:45:00,Markit Manufacturing PMI,Italy,1,57.400,58.300,58.500
01/02/2018 08:50:00,Markit Manufacturing PMI,France,1,58.800,59.300,59.300
01/02/2018 08:55:00,Markit Manufacturing PMI,Germany,2,63.300,63.300,63.300
01/02/2018 09:00:00,Markit Manufacturing PMI,European Monetary Union,2,60.600,60.600,60.600
01/02/2018 09:30:00,Markit Manufacturing PMI,United Kingdom,2,56.300,58.200,58.000
01/02/2018 14:30:00,Markit Manufacturing PMI,Canada,2,54.700,54.400,54.500
01/02/2018 14:30:45,GDT Price Index,New Zealand,1,2.200,-3.900,
01/02/2018 14:45:00,Markit Manufacturing PMI,United States,2,55.100,55.000,55.000
01/02/2018 16:30:00,4-Week Bill Auction,United States,1,1.270,1.245,
01/02/2018 16:30:00,3-Month Bill Auction,United States,1,1.435,1.445,
01/02/2018 16:30:00,6-Month Bill Auction,United States,1,1.575,1.530,
01/02/2018 18:00:00,52-Week Bill auction,United States,1,1.780,1.650,
01/03/2018 08:00:00,Unemployment Change,Spain,1,-61.500,7.300,-58.700
01/03/2018 08:30:00,SVME - Purchasing Managers' Index,Switzerland,1,65.200,65.100,64.600
01/03/2018 09:00:00,Unemployment Rate s.a.,Germany,2,5.500,5.600,5.600
01/03/2018 09:00:00,Unemployment Change,Germany,2,-29.000,-18.000,-12.000
01/03/2018 09:30:00,PMI Construction,United Kingdom,2,52.200,53.100,52.500
01/03/2018 12:00:00,MBA Mortgage Applications,United States,1,0.700,-4.900,
01/03/2018 13:55:00,Redbook index (YoY),United States,1,5.000,5.700,
01/03/2018 13:55:00,Redbook index (MoM),United States,1,0.300,0.100,
01/03/2018 14:45:00,ISM NY index - Business Conditions,United States,1,56.300,58.100,
01/03/2018 15:00:00,ISM Manufacturing PMI,United States,3,59.700,58.200,58.100
01/03/2018 15:00:00,ISM Prices Paid,United States,3,69.000,65.500,65.000
01/03/2018 15:00:00,Construction Spending (MoM),United States,2,0.800,1.400,0.500
01/03/2018 19:00:00,FOMC Minutes,United States,3,,,
01/03/2018 20:30:00,Total Vehicle Sales,United States,1,17.900,17.500,17.500
01/03/2018 21:30:00,API Weekly Crude Oil Stock,United States,1,-4.992,-6.000,
01/03/2018 22:30:00,AiG Performance of Services Index,Australia,1,52.000,51.700,
01/04/2018 00:30:00,Nikkei Manufacturing PMI,Japan,1,54.000,54.200,54.200
01/04/2018 01:45:00,Caixin China Services PMI,China,2,53.900,51.900,51.800
01/04/2018 07:00:00,Nationwide Housing Prices s.a (MoM),United Kingdom,1,0.600,0.100,0.200
01/04/2018 07:00:00,Nationwide Housing Prices n.s.a (YoY),United Kingdom,1,2.600,2.500,2.000
01/04/2018 08:15:00,Markit Services PMI,Spain,2,54.600,54.400,54.800
01/04/2018 08:45:00,Markit Services PMI,Italy,1,55.400,54.700,54.700
01/04/2018 08:50:00,Markit PMI Composite,France,1,59.600,60.000,60.000
01/04/2018 08:50:00,Markit Services PMI,France,1,59.100,59.400,59.400
01/04/2018 08:55:00,Markit Services PMI,Germany,2,55.800,55.800,55.800
01/04/2018 08:55:00,Markit PMI Composite,Germany,2,58.900,58.700,58.700
01/04/2018 09:00:00,Markit Services PMI,European Monetary Union,2,56.600,56.500,56.500
01/04/2018 09:00:00,Markit PMI Composite,European Monetary Union,2,58.100,58.000,58.000
01/04/2018 09:30:00,Net Lending to Individuals (MoM),United Kingdom,1,4.900,4.800,4.900
01/04/2018 09:30:00,Consumer Credit,United Kingdom,2,1.400,1.451,1.500
01/04/2018 09:30:00,Mortgage Approvals,United Kingdom,2,65.139,64.575,64.000
01/04/2018 09:30:00,Markit Services PMI,United Kingdom,1,54.200,53.800,53.800
01/04/2018 09:30:00,M4 Money Supply (YoY),United Kingdom,1,3.700,4.100,
01/04/2018 09:30:00,M4 Money Supply (MoM),United Kingdom,1,0.100,0.600,0.400
01/04/2018 10:09:35,10-y Bond Auction,France,1,0.790,0.360,
01/04/2018 10:09:50,10-y Obligaciones Auction,Spain,1,1.525,1.488,
01/04/2018 10:10:01,5-y Bond Auction,Spain,1,0.356,0.290,
01/04/2018 12:30:00,Challenger Job Cuts (YoY),United States,1,32.423,35.038,
01/04/2018 13:15:00,ADP Employment Change,United States,2,250.000,190.000,190.000
01/04/2018 13:30:00,Industrial Product Price (MoM),Canada,1,1.400,1.000,0.800
01/04/2018 13:30:00,Raw Material Price Index,Canada,1,5.500,3.800,4.500
01/04/2018 13:30:00,Continuing Jobless Claims,United States,2,1.914,1.943,1.925
01/04/2018 13:30:00,Initial Jobless Claims,United States,2,250.000,245.000,240.000
01/04/2018 14:45:00,Markit PMI Composite,United States,2,54.100,53.000,53.700
01/04/2018 14:45:00,Markit Services PMI,United States,2,53.700,52.400,52.400
01/04/2018 15:30:00,EIA Natural Gas Storage change,United States,1,-206.000,-112.000,-221.000
01/04/2018 16:00:00,EIA Crude Oil Stocks change,United States,1,-7.419,-4.609,-5.182
01/04/2018 18:30:00,Fed's Bullard speech,United States,1,,,
01/04/2018 23:50:00,Monetary Base (YoY),Japan,1,11.200,13.200,13.000
01/05/2018 00:01:00,BRC Shop Price Index (YoY),United Kingdom,1,-0.600,-0.100,
01/05/2018 00:30:00,Markit Services PMI,Japan,1,51.100,51.200,
01/05/2018 00:30:00,Imports,Australia,2,1.000,2.000,
01/05/2018 00:30:00,Exports,Australia,2,0.000,-3.000,
01/05/2018 00:30:00,Trade Balance,Australia,2,-628.000,105.000,915.000
01/05/2018 07:00:00,Retail Sales (YoY),Germany,2,4.400,-1.400,2.500
01/05/2018 07:00:00,Retail Sales (MoM),Germany,2,2.300,-1.200,1.000
01/05/2018 07:45:00,Consumer Confidence,France,1,105.000,102.000,103.000
01/05/2018 07:45:00,Consumer Price Index (EU norm) (YoY),France,2,1.300,1.200,1.200
01/05/2018 09:00:00,Public Deficit/GDP,Italy,1,2.100,0.500,
01/05/2018 10:00:00,Consumer Price Index (YoY),European Monetary Union,3,1.400,1.500,1.400
01/05/2018 10:00:00,Consumer Price Index - Core (YoY),European Monetary Union,3,1.100,0.900,1.000
